normalized_event_id,book_id,start_scene_id,end_scene_id,event_label,event_type,participant_entity_ids,participant_roles,continuity_group_id,source_span,source_quote,evidence_status,canonical_status,review_status,review_rationale
N-EVT-B03-C05-S03-002,B03,B03-C05-S03,B03-C05-S03,Jonah kneels and states his intention to pleasure Margot,sexual_commitment,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,SECOND-INTIMACY,B03-C05-S03,I'm going to taste you,event-specific-candidate,candidate,scaled-batch-v1.0,Explicit intention and consent boundary.
N-EVT-B03-C05-S03-003,B03,B03-C05-S03,B03-C05-S03,Margot reveals this form of intimacy is new to her,personal_disclosure,ENT-CHAR-0002;ENT-CHAR-0001,Margot:speaker;Jonah:recipient,SECOND-INTIMACY,B03-C05-S03,No one has done this for her before,event-specific-candidate,candidate,scaled-batch-v1.0,Changes Jonah's understanding and responsibility.
N-EVT-B03-C05-S04-001,B03,B03-C05-S04,B03-C05-S04,Jonah performs oral sex on Margot,sexual_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,SECOND-INTIMACY,B03-C05-S04,She tasted like sugar and salt,event-specific-candidate,candidate,scaled-batch-v1.0,Primary deliberate sexual act.
N-EVT-B03-C05-S04-002,B03,B03-C05-S04,B03-C05-S04,Margot climaxes during the deliberate encounter,sexual_climax,ENT-CHAR-0002;ENT-CHAR-0001,Margot:climaxing;Jonah:actor,SECOND-INTIMACY,B03-C05-S04,Margot climaxes,event-specific-candidate,candidate,scaled-batch-v1.0,Completes the encounter's immediate goal.
N-EVT-B03-C05-S04-003,B03,B03-C05-S04,B03-C05-S04,Jonah comforts Margot through recovery,aftercare,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:recipient,SECOND-INTIMACY,B03-C05-S04,he comforts her afterward,event-specific-candidate,candidate,scaled-batch-v1.0,Creates safety and closeness.
N-EVT-B03-C05-S05-001,B03,B03-C05-S05,B03-C05-S05,Jonah and Margot acknowledge that a larger conversation must wait until they are safe,boundary_decision,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:initiator;Margot:participant,RELATIONSHIP-ESCALATION,B03-C05-S05,when we get top-side,event-specific-candidate,candidate,scaled-batch-v1.0,Defers relationship definition without denying it.
N-EVT-B03-C05-S05-002,B03,B03-C05-S05,B03-C05-S05,Margot explains B3's emotional and poetic traps,hazard_briefing,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0012,Margot:speaker;Jonah:recipient;B3:subject,B3-DESCENT,B03-C05-S05,B3 emotional traps,event-specific-candidate,candidate,scaled-batch-v1.0,Creates operating rules for the next level.
N-EVT-B03-C05-S05-003,B03,B03-C05-S05,B03-C05-S05,Margot and Jonah begin the descent to B3 hand in hand,threshold_crossing,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0012,Margot:actor;Jonah:companion;B3:destination,B3-DESCENT,B03-C05-S05,descent begins,event-specific-candidate,candidate,scaled-batch-v1.0,Combines mission progression with relationship-state evidence.
N-EVT-B03-C06-S01-001,B03,B03-C06-S01,B03-C06-S01,B3's atmosphere triggers involuntary memory associations,environment_effect,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0012,Jonah:affected;Margot:affected;B3:environment,B3-FOREST,B03-C06-S01,It smells like my dad's aftershave,event-specific-candidate,candidate,scaled-batch-v1.0,Establishes the level's emotional mechanism.
N-EVT-B03-C06-S01-002,B03,B03-C06-S01,B03-C06-S01,Jonah touches poetic text and becomes trapped in grief,psychological_trap,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0012,Jonah:trapped;Margot:witness;B3:environment,B3-FOREST,B03-C06-S01,Jonah touches poetic text,event-specific-candidate,candidate,scaled-batch-v1.0,First direct capture by B3.
N-EVT-B03-C06-S01-003,B03,B03-C06-S01,B03-C06-S01,Margot breaks Jonah's contact with the poem,rescue,ENT-CHAR-0002;ENT-CHAR-0001,Margot:rescuer;Jonah:rescued,B3-FOREST,B03-C06-S01,Margot frees him,event-specific-candidate,candidate,scaled-batch-v1.0,Restores Jonah's agency.
N-EVT-B03-C06-S01-004,B03,B03-C06-S01,B03-C06-S01,Margot and Jonah establish rules to keep moving and avoid reading the trees,operating_decision,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0012,Margot:rule-setter;Jonah:agrees;B3:environment,B3-FOREST,B03-C06-S01,keep moving and do not read the trees,event-specific-candidate,candidate,scaled-batch-v1.0,Creates explicit survival protocol.
N-EVT-B03-C06-S02-001,B03,B03-C06-S02,B03-C06-S02,Jonah and Margot enter the forest of textual trees,threshold_crossing,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0012,Jonah:entrant;Margot:entrant;B3:environment,B3-FOREST,B03-C06-S02,They stepped off the stairs and into the mist,event-specific-candidate,candidate,scaled-batch-v1.0,Moves them fully into the hazard zone.
N-EVT-B03-C06-S02-002,B03,B03-C06-S02,B03-C06-S02,The forest injects intrusive memories while they move,environment_attack,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0012,Jonah:affected;Margot:affected;B3:environment,B3-FOREST,B03-C06-S02,memories intrude,event-specific-candidate,candidate,scaled-batch-v1.0,Shows adaptive emotional attack.
N-EVT-B03-C06-S02-003,B03,B03-C06-S02,B03-C06-S02,Margot instructs Jonah to detach and act as a critic rather than a reader,tactical_instruction,ENT-CHAR-0002;ENT-CHAR-0001,Margot:instructor;Jonah:recipient,B3-FOREST,B03-C06-S02,"Be a critic, not a reader",event-specific-candidate,candidate,scaled-batch-v1.0,Supplies cognitive defense.
N-EVT-B03-C06-S02-004,B03,B03-C06-S02,B03-C06-S02,Jonah uses counting and hand contact to resist the forest's rhythm,coping_action,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:actor;Margot:anchor,B3-FOREST,B03-C06-S02,Jonah counts steps,event-specific-candidate,candidate,scaled-batch-v1.0,Operationalizes the defense.
N-EVT-B03-C06-S03-001,B03,B03-C06-S03,B03-C06-S03,The mist separates Jonah from Margot,separation,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0012,Jonah:separated;Margot:separated;B3:environment,VILLANELLE-TRAP,B03-C06-S03,a wall of white rolled over them,event-specific-candidate,candidate,scaled-batch-v1.0,Removes Jonah's primary anchor.
N-EVT-B03-C06-S03-002,B03,B03-C06-S03,B03-C06-S03,Jonah is drawn into an illusionary courtroom,psychological_trap,ENT-CHAR-0001;ENT-EVENT-0001,Jonah:trapped;Villanelle:mechanism,VILLANELLE-TRAP,B03-C06-S03,State your name for the record,event-specific-candidate,candidate,scaled-batch-v1.0,Begins identity assault.
N-EVT-B03-C06-S03-003,B03,B03-C06-S03,B03-C06-S03,Illusory accusers attack Jonah's identity and guilt,psychological_attack,ENT-CHAR-0001;ENT-EVENT-0001,Jonah:target;Villanelle:mechanism,VILLANELLE-TRAP,B03-C06-S03,accusations attack his identity,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates the trap toward self-erasure.
N-EVT-B03-C06-S03-004,B03,B03-C06-S03,B03-C06-S03,Margot reaches Jonah and tells him to edit out the bad stanza,rescue_instruction,ENT-CHAR-0002;ENT-CHAR-0001;ENT-EVENT-0001,Margot:rescuer;Jonah:recipient;Villanelle:target,VILLANELLE-TRAP,B03-C06-S03,edit out the bad stanza,event-specific-candidate,candidate,scaled-batch-v1.0,Provides the trap-breaking action.
N-EVT-B03-C06-S03-005,B03,B03-C06-S03,B03-C06-S03,The courtroom illusion collapses,trap_resolution,ENT-CHAR-0001;ENT-CHAR-0002;ENT-EVENT-0001,Jonah:released;Margot:rescuer;Villanelle:ended,VILLANELLE-TRAP,B03-C06-S03,The illusion collapses,event-specific-candidate,candidate,scaled-batch-v1.0,Resolves the immediate capture.
N-EVT-B03-C06-S04-001,B03,B03-C06-S04,B03-C06-S04,Margot reveals that Jonah was physically turning into text,state_revelation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-EVENT-0001,Margot:speaker;Jonah:subject;Villanelle:cause,VILLANELLE-TRAP,B03-C06-S04,You were turning into text,event-specific-candidate,candidate,scaled-batch-v1.0,Confirms bodily stakes beyond hallucination.
N-EVT-B03-C06-S04-002,B03,B03-C06-S04,B03-C06-S04,Ink-text recedes from Jonah's body,state_recovery,ENT-CHAR-0001;ENT-EVENT-0001,Jonah:recovering;Villanelle:former-cause,JONAH-INJURY,B03-C06-S04,The fabric was dissolving into ink,event-specific-candidate,candidate,scaled-batch-v1.0,Records recovery from transformation.
N-EVT-B03-C06-S04-003,B03,B03-C06-S04,B03-C06-S04,Margot identifies the trap as a Villanelle that loops guilt into assimilation,rule_disclosure,ENT-CHAR-0002;ENT-CHAR-0001;ENT-EVENT-0001,Margot:speaker;Jonah:recipient;Villanelle:subject,VILLANELLE-TRAP,B03-C06-S04,You got caught in a Villanelle,event-specific-candidate,candidate,scaled-batch-v1.0,Formalizes the mechanism.
N-EVT-B03-C06-S04-004,B03,B03-C06-S04,B03-C06-S04,Margot and Jonah resume toward B4 using rhythm and physical contact,travel_decision,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0012,Margot:companion;Jonah:companion;B3:environment,B3-FOREST,B03-C06-S04,they continue,event-specific-candidate,candidate,scaled-batch-v1.0,Restores coordinated movement after the trap.
N-EVT-B03-C07-S01-001,B03,B03-C07-S01,B03-C07-S01,Margot and Jonah enter the Sonnet Glade's idealized wedding landscape,threshold_crossing,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0013,Margot:entrant;Jonah:entrant;Glade:environment,SONNET-GLADE,B03-C07-S01,They enter idealized wedding-like landscape,event-specific-candidate,candidate,scaled-batch-v1.0,Introduces a new genre-based trap.
N-EVT-B03-C07-S01-002,B03,B03-C07-S01,B03-C07-S01,The Glade creates idealized paper doubles of Margot and Jonah,manifestation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0013,Margot:modeled;Jonah:modeled;Glade:creator,SONNET-GLADE,B03-C07-S01,paper doubles appear,event-specific-candidate,candidate,scaled-batch-v1.0,Externalizes the idealized romance script.
N-EVT-B03-C07-S01-003,B03,B03-C07-S01,B03-C07-S01,The Glade invites Jonah and Margot to merge with their idealized roles,coercive_offer,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0013,Margot:target;Jonah:target;Glade:coercer,SONNET-GLADE,B03-C07-S01,invites them to merge,event-specific-candidate,candidate,scaled-batch-v1.0,Creates assimilation threat.
N-EVT-B03-C07-S01-004,B03,B03-C07-S01,B03-C07-S01,The trap begins rewriting Margot into an idealized romantic role,identity_attack,ENT-CHAR-0002;ENT-LOC-0013,Margot:target;Glade:attacker,SONNET-GLADE,B03-C07-S01,begins rewriting Margot's role,event-specific-candidate,candidate,scaled-batch-v1.0,Introduces direct identity manipulation.
N-EVT-B03-C07-S02-001,B03,B03-C07-S02,B03-C07-S02,Jonah starts walking toward the paper version of Margot,psychological_capture,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0013,Jonah:captured;Margot:observer;Glade:mechanism,SONNET-GLADE,B03-C07-S02,Jonah begins walking toward paper Margot,event-specific-candidate,candidate,scaled-batch-v1.0,Shows Jonah surrendering to the false ending.
N-EVT-B03-C07-S02-002,B03,B03-C07-S02,B03-C07-S02,The Glade transforms Margot's clothing into a damsel costume,identity_attack,ENT-CHAR-0002;ENT-LOC-0013,Margot:target;Glade:attacker,SONNET-GLADE,B03-C07-S02,Margot's clothes transform,event-specific-candidate,candidate,scaled-batch-v1.0,Attempts to impose a role through physical rewriting.
N-EVT-B03-C07-S02-003,B03,B03-C07-S02,B03-C07-S02,Margot decides to break the romance script through comic subversion,tactical_decision,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0013,Margot:decision-maker;Jonah:beneficiary;Glade:target,SONNET-GLADE,B03-C07-S02,she plans comedic subversion,event-specific-candidate,candidate,scaled-batch-v1.0,Creates counter-strategy based on genre violation.
N-EVT-B03-C07-S03-001,B03,B03-C07-S03,B03-C07-S03,Margot flips and destroys the staged banquet table,tactical_action,ENT-CHAR-0002;ENT-LOC-0013,Margot:actor;Glade:target,SONNET-GLADE,B03-C07-S03,Table is destroyed,event-specific-candidate,candidate,scaled-batch-v1.0,Begins physical rejection of the false scene.
N-EVT-B03-C07-S03-002,B03,B03-C07-S03,B03-C07-S03,The Glade's wine turns into ink as the illusion destabilizes,environment_failure,ENT-LOC-0013;ENT-CHAR-0002;ENT-CHAR-0001,Glade:failing-system;Margot:witness;Jonah:witness,SONNET-GLADE,B03-C07-S03,wine becomes ink,event-specific-candidate,candidate,scaled-batch-v1.0,Evidence the script is breaking.
N-EVT-B03-C07-S03-003,B03,B03-C07-S03,B03-C07-S03,Margot decapitates her paper double,identity_rejection,ENT-CHAR-0002;ENT-LOC-0013,Margot:actor;paper-double:target;Glade:creator,SONNET-GLADE,B03-C07-S03,paper Margot is decapitated,event-specific-candidate,candidate,scaled-batch-v1.0,Explicitly rejects imposed identity.
N-EVT-B03-C07-S03-004,B03,B03-C07-S03,B03-C07-S03,The Glade attacks Margot in response,retaliation,ENT-LOC-0013;ENT-CHAR-0002;ENT-CHAR-0001,Glade:attacker;Margot:target;Jonah:witness,SONNET-GLADE,B03-C07-S03,Glade attacks,event-specific-candidate,candidate,scaled-batch-v1.0,Escalates after genre subversion.
N-EVT-B03-C07-S03-005,B03,B03-C07-S03,B03-C07-S03,The false scene collapses and Jonah wakes from the trap,trap_resolution,ENT-CHAR-0001;ENT-CHAR-0002;ENT-LOC-0013,Jonah:released;Margot:rescuer;Glade:defeated,SONNET-GLADE,B03-C07-S03,Jonah wakes,event-specific-candidate,candidate,scaled-batch-v1.0,Resolves capture and restores agency.
N-EVT-B03-C07-S04-001,B03,B03-C07-S04,B03-C07-S04,Margot and Jonah seal the Sonnet Glade behind them,containment_action,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0013,Margot:actor;Jonah:actor;Glade:contained,SONNET-GLADE,B03-C07-S04,They seal out the Glade,event-specific-candidate,candidate,scaled-batch-v1.0,Prevents immediate recurrence.
N-EVT-B03-C07-S04-002,B03,B03-C07-S04,B03-C07-S04,Jonah laughs and recognizes Margot as a survivor rather than a damsel,relationship_reappraisal,ENT-CHAR-0001;ENT-CHAR-0002,Jonah:reappraiser;Margot:recognized,RELATIONSHIP-ESCALATION,B03-C07-S04,recognizes Margot as a survivor,event-specific-candidate,candidate,scaled-batch-v1.0,Changes Jonah's explicit understanding of Margot.
N-EVT-B03-C07-S04-003,B03,B03-C07-S04,B03-C07-S04,Margot and Jonah identify B4 as the Vault and descend with renewed trust,mission_transition,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0009,Margot:guide;Jonah:companion;B4:destination,B4-APPROACH,B03-C07-S04,identify B4 as the Vault,event-specific-candidate,candidate,scaled-batch-v1.0,Launches final recovery stage.
N-EVT-B03-C07-S05-001,B03,B03-C07-S05,B03-C07-S05,Margot and Jonah cross the bridge to the obsidian Vault,travel,ENT-CHAR-0002;ENT-CHAR-0001;ENT-LOC-0009,Margot:navigator;Jonah:companion;B4:destination,B4-APPROACH,B03-C07-S05,They cross the bridge,event-specific-candidate,candidate,scaled-batch-v1.0,Physical approach to protected archive.
N-EVT-B03-C07-S05-002,B03,B03-C07-S05,B03-C07-S05,Margot uses Keeper blood to open the Vault,access_action,ENT-CHAR-0002;ENT-LOC-0009,Margot:actor;Vault:system,B4-APPROACH,B03-C07-S05,Margot uses Keeper blood,event-specific-candidate,candidate,scaled-batch-v1.0,Confirms blood-based Keeper access rule.
N-EVT-B03-C07-S05-003,B03,B03-C07-S05,B03-C07-S05,Margot admits her grandfather hid the Scrolls rather than losing them to theft,confession,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker;Jonah:recipient;Scrolls:subject,SCROLL-TRUTH,B03-C07-S05,"the Scrolls were hidden, not stolen",event-specific-candidate,candidate,scaled-batch-v1.0,Reframes the central mystery.
N-EVT-B03-C07-S05-004,B03,B03-C07-S05,B03-C07-S05,Margot reveals that humans invited and then enslaved supernatural beings,historical_revelation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker;Jonah:recipient;Scrolls:evidence,FOUNDING-TRUTH,B03-C07-S05,humans invited and enslaved supernatural beings,event-specific-candidate,candidate,scaled-batch-v1.0,Overturns official town history.
N-EVT-B03-C08-S01-001,B03,B03-C08-S01,B03-C08-S01,Margot explains that the official Treaty was forged and used to restrict supernatural residents,historical_revelation,ENT-CHAR-0002;ENT-CHAR-0001;ENT-OBJ-0001,Margot:speaker;Jonah:recipient;Scrolls:evidence,FOUNDING-TRUTH,B03-C08-S01,forged Treaty and supernatural restrictions,event-specific-candidate,candidate,scaled-batch-v1.0,Defines the mechanism of historical oppression.
N-EVT-B03-C08-S01-002,B03,B03-C08-S01,B03-C08-S01,Kael reveals himself inside the Vault,antagonist_reveal,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:revealed;Jonah:witness;Margot:witness,KAEL-VAULT-CONFRONTATION,B03-C08-S01,Kael appears,event-specific-candidate,candidate,scaled-batch-v1.0,Converts archival discovery into live threat.
N-EVT-B03-C08-S01-003,B03,B03-C08-S01,B03-C08-S01,Kael admits he accelerated the Purge Protocol,confession,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:speaker;Jonah:recipient;Margot:recipient,PURGE-CAUSE,B03-C08-S01,accelerated the Purge Protocol,event-specific-candidate,candidate,scaled-batch-v1.0,Identifies responsible actor.
N-EVT-B03-C08-S01-004,B03,B03-C08-S01,B03-C08-S01,The confrontation becomes armed and immediate,threat_transition,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:aggressor;Jonah:defender;Margot:protected,KAEL-VAULT-CONFRONTATION,B03-C08-S01,armed confrontation,event-specific-candidate,candidate,scaled-batch-v1.0,Changes mode from disclosure to combat.
N-EVT-B03-C08-S02-001,B03,B03-C08-S02,B03-C08-S02,Kael attacks Jonah with a sterling rod,physical_attack,ENT-CHAR-0008;ENT-CHAR-0001;ENT-CHAR-0002,Kael:attacker;Jonah:target;Margot:witness,KAEL-VAULT-CONFRONTATION,B03-C08-S02,Kael attacks,event-specific-candidate,candidate,scaled-batch-v1.0,Begins combat.
